Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"Assault on Wall Street",2013,"Jim is an average New Yorker living a peaceful life with a well paying job and a loving family. Suddenly, everything changes when the economy crashes causing Jim to lose everything. Filled with anger and rage, Jim snaps and goes to extreme lengths to seek revenge for the life taken from him.","Jim, an average New Yorker, lives with a sick but loving wife. Suddenly, everything changes when the economy crashes and causes him to lose everything. Filled with anger and rage, Jim goes to seek revenge for the life taken from him.",Action|Crime|Drama|Thriller,tt2368553,99,8Y-NqShTj5w,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Assault-on-Wall-Street-Movie-Poster.jpg,"Uwe Boll","Uwe Boll","Dominic Purcell|Edward Furlong|Erin Karpluk"
"Assault on Precinct 13",2005,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.","A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",Action|Crime|Drama|Thriller,tt0398712,109,em5blAbl2Iw,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Assault-on-Precinct-13-Movie-Poster.jpg,"Jean-François Richet","John Carpenter","Ethan Hawke|Gabriel Byrne|Laurence Fishburne"
"Ashens and the Quest for the Gamechild",2013,"Ashens' insane fictional search for a piece of fabled electronic tat: the Game Child. Accompanied by fan-favourite Chef Excellence (a human version, not the bloody puppet), together they try to overcome the odds - and all common sense - to lay their hands on the legendary Game Child, an old knock-off handheld video game console. But a shadowy figure, aided by Ashens' irritating nemesis, wants the game for their own dastardly ends.","Ashens embarks on a quest to find the legendary and elusive piece of electronic tat known as the GameChild.",Action|Adventure|Comedy,tt2902898,88,W5NhwyFzQyc,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Ashens-and-the-Quest-for-the-Gamechild-Movie-Poster.jpg,"Riyad Barmania","Stuart Ashen","Robert Llewellyn|Stuart Ashen|Warwick Davis"
"As Above, So Below",2014,"Miles of twisting catacombs lie beneath the streets of Paris, the eternal home to countless souls. When a team of explorers ventures into the uncharted maze of bones, they uncover the dark secret that lies within this city of the dead. A journey into madness and terror, As Above, So Below reaches deep into the human psyche to reveal the personal demons that come back to haunt us all.","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",Action|Fantasy|Horror|Mystery|Thriller,tt2870612,93,uiTPqZkTTN8,6.2,https://hydramovies.com/wp-content/uploads/2018/04/As-Above-So-Below-Movie-Poster.jpg,"John Erick Dowdle","John Erick Dowdle","Ben Feldman|Edwin Hodge|Perdita Weeks"
"Arthur Christmas",2011,"Arthur Christmas reveals the incredible, never-before seen answer to every child's question: 'So how does Santa deliver all those presents in one night?' The answer: Santa's exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the center of the film is a story about a family in a state of comic dysfunction and an unlikely hero, Arthur, with an urgent mission that must be completed before Christmas morning dawns.","Santa's clumsy son Arthur sets out on a mission with St. Nick's father to give out a present they misplaced to a young girl in less than 2 hours.",Action|Adventure|Animation|Comedy|Drama,tt1430607,97,eMiyMkS1DNY,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Arthur-Christmas-Movie-Poster.jpg,"Sarah Smith","Peter Baynham","Bill Nighy|James McAvoy|Jim Broadbent"
"Arthur and the Invisibles",2006,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.","Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.",Action|Adventure|Animation|Family|Fantasy,tt0344854,94,t7QF4r8Xf-Q,6,https://hydramovies.com/wp-content/uploads/2018/04/Arthur-and-the-Invisibles-Movie-Poster.jpg,"Luc Besson","Céline Garcia","Freddie Highmore|Mia Farrow"
Argo,2012,"In 1979, the American embassy in Iran was invaded by Iranian revolutionaries and several Americans were taken hostage. However, six managed to escape to the official residence of the Canadian Ambassador and the CIA was ordered to get them out of the country. With few options, exfiltration expert Tony Mendez devised a daring plan: create a phony Canadian film project looking to shoot in Iran and smuggle the Americans out as its production crew. With the help of some trusted Hollywood contacts, Mendez created the ruse and proceeded to Iran as its associate producer. However, time was running out with the Iranian security forces closing in on the truth while both his charges and the White House had grave doubts about the operation themselves.","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Action|Adventure|Biography|Drama|History,tt1024648,120,JW3WfSFgrVY,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Argo-Movie-Poster.jpg,"Ben Affleck","Chris Terrio","Ben Affleck|Bryan Cranston"
Arbitrage,2012,"Robert Miller is a successful financial businessman with a loving wife and a smart daughter ready to take over the family business. Professional secrets involving illegal fraudulent activities start coming out at the same time that Robert's personal secrets take a turn for the worse and threaten to derail everything he has achieved.","A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.",Action|Drama|Thriller,tt1764183,107,UmJSV9ePx7c,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Arbitrage-Movie-Poster.jpg,"Nicholas Jarecki","Nicholas Jarecki","Brit Marling|Richard Gere|Susan Sarandon"
"Appleseed Alpha",2014,"Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in search of human's future hope, the legendary city of Olympus.","Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in ...",Action|Animation|Sci-Fi,tt3638012,93,4DtWCjogd1M,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Appleseed-Alpha-Movie-Poster.jpg,"Shinji Aramaki","Marianne Krawczyk","Aoi Yûki|Jun'ichi Suwabe|Yuka Komatsu"
Appaloosa,2008,"1882, New Mexico Territory. Virgil Cole and Everett Hitch are itinerant lawmen, hired by desperate towns as marshal and deputy. The city fathers of Appaloosa hire them after Randall Bragg, a newly-arrived rancher with money and a gang of thugs, disrupts commerce and kills three local lawmen. Cole and Hitch contrive to arrest Bragg and bring him to trial, but hanging him proves difficult. Meanwhile, a widow has arrived in town, Allison French, pretty, refined, and good-natured. Virgil falls hard, and it seems mutual, but there may be more to Allie than meets the eye. Can friendship and skill with a gun overcome a pernicious villain and green-eyed jealousy?","Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.",Action|Crime|Drama|Romance|Western,tt0800308,115,edCJ48BEOvM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Appaloosa-Movie-Poster.jpg,"Ed Harris","Robert Knott","Ed Harris|Viggo Mortensen"
"Any Day Now",2012,"In the late 1970s, when a mentally handicapped teenager is abandoned, a gay couple takes him in and becomes the family he's never had. But once the unconventional living arrangement is discovered by authorities, the men must fight a biased legal system to adopt the child they have come to love as their own.","In the 1970s, a gay couple fights a biased legal system to keep custody of the abandoned mentally handicapped teenager that comes to live under their roof.",Action|Drama|Romance,tt2066176,98,7ghwGOuuNy0,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Any-Day-Now-Movie-Poster.jpg,"Travis Fine","Travis Fine","Alan Cumming|Garret Dillahunt|Isaac Leyva"
Antichrist,2009,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse.",Action|Drama|Fantasy|Horror|Thriller,tt0870984,108,eBdDcQONmkM,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Antichrist-Movie-Poster.jpg,"Lars von Trier","Lars von Trier","Charlotte Gainsbourg|Storm Acheche Sahlstrøm|Willem Dafoe"
"Antarctica: A Year on Ice",2013,"This feature-length film reveals what it is like to live and work at the bottom of the planet, in Antarctica, for a full year. The story is not from the point of view of scientists, but of the people who spend the most time there; the everyday workers who keep the stations running in the harshest place on the planet. Filmed over 15 years by Frozen Planet photographer Anthony Powell, the film features a unique insiders point of view, with unparalleled access, and never before seen stunning footage of the deep Antarctic winters.","A visually stunning chronicle of what it is like to live in Antarctica for a full year, including winters isolated from the rest of the world, and enduring months of darkness in the coldest place on Earth.",Action|Adventure|Biography|Documentary|Drama,tt2361700,91,UOUYPnpJsK0,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Antarctica-A-Year-on-Ice-Movie-Poster.jpg,"Anthony Powell","Simon Price","Anthony Powell|Genevieve Bachman|William Brotman"
"Another Earth",2011,"SPOILER: Seventeen year-old Rhoda Williams receives an acceptance letter from MIT and she celebrates with her friends. On the same night, a planet similar and close to Earth is discovered and called Earth 2. Rhoda drives her car looking at Earth 2 and crashes with composer John Burroughs, killing his pregnant wife and his baby son. Rhoda goes to prison and four years later she is released and moves to her parents' house. She finds a job as high-school janitor, but tries to commit suicide. She survives, however, and submits an essay to a contest where the prize is a ticket to travel to Earth 2. Meanwhile the scientists discover that Earth 2 is a mirror of Earth and the synchronicity between the dwellers was interrupted when the planets were seen by each other. One day, Rhoda decides to visit John Burroughs, whose life was destroyed after the death of his family, to admit to him that she had killed his family. However she does not have the nerve to tell him the truth. So she lies and ...","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",Action|Drama|Romance|Sci-Fi,tt1549572,92,QlPfAYpnpuw,7,https://hydramovies.com/wp-content/uploads/2018/04/Another-Earth-Movie-Poster.jpg,"Mike Cahill","Mike Cahill","Brit Marling|Matthew-Lee Erlbach|William Mapother"
Anonymous,2011,"Edward De Vere, Earl of Oxford, is presented as the real author of Shakespeare's works. Edward's life is followed through flashbacks from a young child, through to the end of his life. He is portrayed as a child prodigy who writes and performs A Midsummer Night's Dream for a young Elizabeth I. A series of events sees his plays being performed by a frontman, Shakespeare.","The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her.",Action|Drama|History|Thriller,tt1521197,130,-jbILbHJrAI,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Anonymous-Movie-Poster.jpg,"Roland Emmerich","John Orloff","David Thewlis|Rhys Ifans|Vanessa Redgrave"
"Anna Karenina",2012,"In 1874, in the Imperial Russia, the aristocratic Anna Karenina travels from Saint Petersburg to Moscow to save the marriage of her brother Prince Oblonsky, who had had a love affair with his housemaid. Anna Karenina has a cold marriage with her husband, Count Alexei Karenin, and they have a son. Anna meets the cavalry officer Count Vronsky at the train station and they feel attracted by each other. Soon she learns that Vronsky will propose to Kitty, who is the younger sister of her sister-in-law Dolly. Anna satisfactorily resolves the infidelity case of her brother and Kitty invites her to stay for the ball. However, Anna Karenina and Vronsky dance in the ball, calling the attention of the conservative society. Soon they have a love affair that will lead Anna Karenina to a tragic fate.","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Action|Drama|Romance,tt1781769,129,Z-nyXX5zOLg,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Anna-Karenina-Movie-Poster.jpg,"Joe Wright","Tom Stoppard","Aaron Taylor-Johnson|Jude Law|Keira Knightley"
Anna,2013,"In the near future or an alternate reality, there are memory detectives, people who have the ability to enter other people's electronically-aided memories. They often are used to resolve psychological conflicts, and sometimes to exonerate someone from a crime. John was at one time the top in this field, but he has been recovering from the death of his wife, and a stroke. To get back into work the head of the small firm he works for offers him what is supposed to be a simple job - getting 16-year-old Anna to start eating again. However, the ""simple job"" turns into his most challenging.","A man with the ability to enter people's memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",Action|Drama|Mystery|Sci-Fi|Thriller,tt1715336,99,reQz7tis_mc,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Anna-Movie-Poster.jpg,"Jorge Dorado","Guy Holmes","Mark Strong|Taissa Farmiga"
"Anger Management",2003,"Mild-mannered timid businessman Dave Buznik works for a pet clothing company out of New York City. He's got an abrasive boss named Mr. Frank Head who frequently takes credit for his work and steps on him in return. He's got a loving girlfriend, Linda, whose best friend is her condescending college ex, Andrew. But when a misunderstanding aboard an airplane goes haywire, Dave is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell, who is an unpredictable, psychopathic character. As the relationship between Dave and Buddy becomes more tense, when the unorthodox treatment wreaks havoc Dave's life, and Buddy might be the only one who can save him from a problem he recognizes right away in his patient, that could only get worse.","Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.",Action|Comedy,tt0305224,106,79uuJdcC8wQ,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Anger-Management-Movie-Poster.jpg,"Peter Segal","David Dorfman","Adam Sandler|Jack Nicholson|Marisa Tomei"
"Angels & Demons",2009,"Following the murder of a physicist, Father Silvano Bentivoglio, a symbolist, Robert Langdon, and a scientist, Vittoria Vetra, are on an adventure involving a secret brotherhood, the Illuminati. Clues lead them all around the Vatican, including the four altars of science, Earth, Air, Fire and Water. An assassin, working for the Illuminati, has captured four cardinals, and murders each, painfully. Robert and Vittoria also are searching for a new very destructive weapon that could kill millions.","Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.",Action|Mystery|Thriller,tt0808151,138,dhMQVeL8Kqw,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Angels-Demons-Movie-Poster.jpg,"Ron Howard","David Koepp","Ewan McGregor|Tom Hanks"
"Anchorman: The Legend of Ron Burgundy",2004,"In 1970s San Diego, journalism was a well respected profession and people actually cared about what they saw on TV. And the top rated anchor man in the city is Ron Burgundy. He enjoys his run at the top, and has for the last five years. And his news team is equally as good as he is. Professional jock and former professional baseball player Champ Kind handles the sports, the curiously dim witted Brick Tamland - who's a few channels short of a cable subscription - handles the weather, and ladies' man Brian Fantana - whose collection of fine scents would be in the Guinness Book Of Records - handles the on-field reporting. But now all that is about to change forever. The TV station Burgundy works for, Channel 4, has embraced diversity and has hired a beautiful new female anchor named Veronica Corningstone. While Ron Burgundy and the rest of the Channel 4 news team enjoys fighting with competitors, drinking, and flirting with the ladies, Veronica quietly climbs her way to the top. And ...","Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",Action|Comedy,tt0357413,94,-T3wnP91OnI,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Anchorman-The-Legend-of-Ron-Burgundy-Movie-Poster.jpg,"Adam McKay","Will Ferrell","Christina Applegate|Steve Carell|Will Ferrell"
"Anchorman 2: The Legend Continues",2013,"Having left San Diego for New York City, Ron Burgundy is living the high life with his wife Veronica Corningstone and son Walter Burgundy. However, when the boss decides to promote Veronica to full time lead anchor and fire Ron, everything changes. Now heading back to San Diego, Ron is washed up and working part time at Sea World. His shot at redemption though comes in the form of a man named Freddie Schapp, who's an executive producer at the Global News Network, the world's first 24 hour round the clock news channel. He hires Ron, who proceeds to reunite the news team of Champ, Brick, and Brian, and head back to New York City. While there Ron and his news team are given the graveyard shift and a challenge. Ron comes up with a radical new idea to transform the news and that puts him at the top of the game once again. But how long will Ron's newfound fame last? And will Brick finally find true love?","With the 1970s behind him, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",Action|Comedy,tt1229340,119,UhC_tuO68Q0,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Anchorman-2-The-Legend-Continues-Movie-Poster.jpg,"Adam McKay","Will Ferrell","Christina Applegate|Will Ferrell"
"An Unfinished Life",2005,"To escape an abusive boyfriend, without announcing her plans in advance, Jean Gilkyson takes her young daughter Griff to the Wyoming ranch of her father-in-law, Einar. Jean and Einar are disaffected, as he blames her for the death of his son in a car accident. Einar is taking care of his friend Mitch, who was attacked by a bear, and Einar does not know that he has a granddaughter. While Mitch heals and forgives the bear, Einar also changes his feelings regarding Jean, finally understanding that accidents happen and accepting her and loving Griff.","Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.",Action|Adventure|Drama|Romance,tt0350261,108,6_C_8K_KnG8,7,https://hydramovies.com/wp-content/uploads/2018/04/An-Unfinished-Life-Movie-Poster.jpg,"Lasse Hallström","Mark Spragg","Jennifer Lopez|Morgan Freeman|Robert Redford"
"An Alternative Reality: The Football Manager Documentary",2014,"Featuring contributions from some of Football Manager?s creators and famous fans from the worlds of football and entertainment, 'An Alternative Reality: The Football Manager Documentary' will examine the game?s enduring appeal and how it has seeped into and influenced the culture of the world?s favourite game.","Featuring contributions from some of Football Manager?s creators and famous fans from the worlds of football and entertainment, 'An Alternative Reality: The Football Manager Documentary' ...",Action|Documentary,tt4046282,72,97936f9ukjc,6.9,https://hydramovies.com/wp-content/uploads/2018/04/An-Alternative-Reality-The-Football-Manager-Documentary-Movie-Poster.jpg,"Louis Myles","Johnny Brownlee","Oliver Collyer"
"An Adventure in Space and Time",2013,"In 1963 Sydney Newman, progressive head of BBC TV's drama department, wants to fill a Saturday tea-time slot with a show with youth appeal and hits on the idea of an august figure, like a doctor, leading a group of companions on time travel adventures. He engages inexperienced young producer Verity Lambert to expand the idea. Fighting sexist and racial bigotry Verity and young Indian director Waris Hussein persuade crusty character actor William Hartnell to play the doctor figure and, despite technical hiccups and competition with coverage of the Kennedy assassination, the first episode of 'Doctor Who' is born. As the show becomes a success Hartnell displays an obsession with his character but, after three years, ill health catches up with him and he starts to forget lines. Newman tells him that Doctor Who will 'regenerate' and he will be replaced by younger actor Patrick Troughton. Though attached to the part and reluctant to give it up Hartnell wishes every success to Troughton, the...","A dramatisation of the early years of Doctor Who (1963), with the story revolving around BBC executive Sydney Newman, novice producer Verity Lambert and actor William Hartnell.",Action|Biography|Drama|History,tt2663812,90,SWCd_F33n8M,8.3,https://hydramovies.com/wp-content/uploads/2018/04/An-Adventure-in-Space-and-Time-Movie-Poster.jpg,"Terry McDonough","Mark Gatiss","David Bradley|Roger May|Ross Gurney-Randall"
"Amira & Sam",2014,"An army veteran's unlikely romance with an Iraqi immigrant is put to the test when she is faced with the prospect of deportation.","An army veteran's unlikely romance with an Iraqi immigrant is put to the test when she is faced with the prospect of deportation.",Action|Comedy|Drama|Romance,tt3139538,90,eLugRqOwFEs,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Amira-Sam-Movie-Poster.jpg,"Sean Mullin","Sean Mullin","Dina Shihabi|Martin Starr|Paul Wesley"
"American Sniper",2014,"Chris Kyle was nothing more than a Texan man who dreamed of becoming a cowboy, but in his thirties he found out that maybe his life needed something different, something where he could express his real talent, something that could help America in its fight against terrorism. So he joined the SEALs in order to become a sniper. After marrying, Kyle and the other members of the team are called for their first tour of Iraq. Kyle's struggle isn't with his missions, but about his relationship with the reality of the war and, once returned at home, how he manages to handle it with his urban life, his wife and kids.","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",Action|Biography|Drama|History|Thriller,tt2179136,133,UKY3scPIMd8,7.3,https://hydramovies.com/wp-content/uploads/2018/04/American-Sniper-Movie-Poster.jpg,"Clint Eastwood","Jason Hall","Bradley Cooper|Sienna Miller"
"American Reunion",2012,"Over a decade has passed and the gang return to East Great Falls, Michigan, for the weekend. They will discover how their lives have developed as they gather for their high school reunion. How has life treated Michelle, Jim, Heather, Oz, Kevin, Vicky, Finch, Stifler, and Stifler's mom? In the summer of 1999, it was four boys on a quest to lose their virginity. Now Kara is a cute high school senior looking for the perfect guy to lose her virginity to.","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",Action|Comedy,tt1605630,113,8pEkyPKYSrw,6.7,https://hydramovies.com/wp-content/uploads/2018/04/American-Reunion-Movie-Poster.jpg,"Jon Hurwitz","Jon Hurwitz","Alyson Hannigan|Jason Biggs"
"American Psycho",2000,"Patrick Bateman is handsome, well educated and intelligent. He is twenty-seven and living his own American dream. He works by day on Wall Street, earning a fortune to complement the one he was born with. At night he descends into madness, as he experiments with fear and violence.","A wealthy New York investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Action|Comedy|Crime|Drama|Horror,tt0144084,102,5YnGhW4UEhc,7.6,https://hydramovies.com/wp-content/uploads/2018/04/American-Psycho-Movie-Poster.jpg,"Mary Harron","Bret Easton Ellis","Christian Bale|Justin Theroux"
"American Hustle",2013,"A fictional film set in the alluring world of one of the most stunning scandals to rock our nation, American Hustle tells the story of brilliant con man Irving Rosenfeld (Christian Bale), who along with his equally cunning and seductive British partner Sydney Prosser (Amy Adams) is forced to work for a wild FBI agent Richie DiMaso (Bradley Cooper). DiMaso pushes them into a world of Jersey powerbrokers and mafia that's as dangerous as it is enchanting. Jeremy Renner is Carmine Polito, the passionate, volatile, New Jersey political operator caught between the con-artists and Feds. Irving's unpredictable wife Rosalyn (Jennifer Lawrence) could be the one to pull the thread that brings the entire world crashing down.","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",Action|Crime|Drama|History,tt1800241,138,ST7a1aK_lG0,7.3,https://hydramovies.com/wp-content/uploads/2018/04/American-Hustle-Movie-Poster.jpg,"David O. Russell","Eric Warren Singer","Amy Adams|Bradley Cooper|Christian Bale"
"American Gangster",2007,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. As a result, his product is superior to what is currently available on the street and his prices are lower. His alliance with the New York Mafia ensures his position. It is also the story of a dedicated and honest policeman, Richie Roberts, who heads up a joint narcotics task force with the Federal government. Based on a true story.","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Action|Biography|Crime|Drama|History,tt0765429,157,BV_nssS6Zkg,7.8,https://hydramovies.com/wp-content/uploads/2018/04/American-Gangster-Movie-Poster.jpg,"Ridley Scott","Steven Zaillian","Chiwetel Ejiofor|Denzel Washington|Russell Crowe"
Amen.,2002,"In World War II, the sanitation engineer and family man Kurt Gerstein is assigned by SS to be the Head of the Institute for Hygiene to purify the water for the German Army in the front. Later, he is invited to participate in termination of plagues in the concentration camps and he develops the lethal gas Zyklon-B. When he witnesses that the SS is killing Jews instead, he decides to denounce the genocide to the Pope to expose to the world and save the Jewish families. The idealist Jesuit priest Riccardo Fontana from an influent Italian family gives his best efforts being the liaison of Gerstein and the leaders of the Vatican.","During WWII SS officer Kurt Gerstein tries to inform Pope Pius XII about Jews being sent to extermination camps. Young Jesuit priest Riccardo Fontana helps him in the difficult mission to inform the world.",Action|Biography|Crime|Drama|War,tt0280653,132,McEkNCpTOKs,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Amen.-Movie-Poster.jpg,Costa-Gavras,Costa-Gavras,"Mathieu Kassovitz|Ulrich Tukur"
Altman,2014,"A look at the life and work of American film-maker Robert Altman.","A look at the life and work of American film-maker Robert Altman.",Action|Documentary,tt2404171,96,SPPSo6uagAs,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Altman-Movie-Poster.jpg,"Ron Mann","Len Blum","Kathryn Reed|Michael Murphy|Robert Altman"
"Alpha Dog",2006,"1999, Claremont, California. Middle-class kids, in their 20s, talk trash, wave guns, hang out in a pack. Johnny Truelove, drug dealer and son of a underworld figure, threatens Jake Mazursky, an explosive head case who owes Johnny money; Jake responds by breaking into Johnny's house. On impulse, Johnny and a couple pals kidnap Jake's 15-year-old brother, Zach. Zach's okay with it, figuring his brother will pay the debt soon. Johnny assigns his buddy Frankie to be Zach's minder, and they develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control. Group think, amorality, and fear of prison assert a hold on the pack. Is Zach in danger?","Johnny and a couple pals kidnap Jake's 15-year-old brother, Zach, then assigns his buddy Frankie to be Zach's minder. They develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control.",Action|Biography|Crime|Drama,tt0426883,117,VPWjDJmbrak,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Alpha-Dog-Movie-Poster.jpg,"Nick Cassavetes","Nick Cassavetes","Anton Yelchin|Emile Hirsch|Justin Timberlake"
"Along Came a Spider",2001,"Detective/psychologist Alex Cross loses his partner in an out of control 'bust.' He stops working and cannot forgive himself. He is drawn back to work reluctantly when a senator's daughter is kidnapped and the kidnapper seems to want to deal with Alex personally.","When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",Action|Crime|Drama|Thriller,tt0164334,104,1H1wU2PWyEc,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Along-Came-a-Spider-Movie-Poster.jpg,"Lee Tamahori","James Patterson","Michael Wincott|Monica Potter|Morgan Freeman"
"Aloha, Scooby-Doo!",2005,"When Daphne is given the opportunity to design clothes for a company in Hawaii, the entire gang travels along with her. As they are leaving for their destination, a man warns them that there are evil spirits on the island, but the gang is doubtful. When they arrive in Hanahuna, they are excited to watch the Big Kahuna of Hanahuna Surfing Contest, which Manu (a local) had won previously. Because the Mayor of the area welcomed everyone including mainlanders to the Surfing Contest, the Wiki Tiki spirit was angered. The gang and everyone in the area are threatened by the demons of the evil Wiki Tiki who also have kidnapped Manu's beautiful girlfriend Snookie.","The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",Action|Adventure|Animation|Comedy|Family,tt0433771,74,ctTetrHFxrk,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Aloha-Scooby-Doo-Movie-Poster.jpg,"Tim Maltby","Temple Mathews","Casey Kasem|Frank Welker|Mindy Cohn"
"Almost Famous",2000,"The early 1970s. William Miller is 15-years old and an aspiring rock journalist. He gets a job writing for Rolling Stone magazine. His first assignment: tour with the band Stillwater and write about the experience. Miller will get to see what goes on behind the scenes in a famous band, including the moments when things fall apart. Moreover, for him, it will be a period of new experiences and finding himself.","A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.",Action|Adventure|Comedy|Drama|Music,tt0181875,122,H7SCsge3dcE,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Almost-Famous-Movie-Poster.jpg,"Cameron Crowe","Cameron Crowe","Billy Crudup|Kate Hudson|Patrick Fugit"
"All-Star Superman",2011,"While saving the crew of the first manned mission to the sun, Superman is poisoned by solar radiation. Dying, he decides to fulfill his lifelong dreams, while still saving the Earth from various threats. But when Lex Luthor reveals his latest plot to control the world, Superman must use his remaining strength to stop him.","After being poisoned by sun radiation, a dying Superman decides to fulfill his lifelong dreams while Lex Luthor has his own agenda.",Action|Animation|Sci-Fi,tt1699114,0,WvstmYjoDYE,7,https://hydramovies.com/wp-content/uploads/2018/04/All-Star-Superman-Movie-Poster.jpg,"Sam Liu","Jerry Siegel","Christina Hendricks|James Denton"
